v_origem,v_destino,bairro,oneway,length,max_speed,num_lotes,casas,industrias,atracoes,comercios
2868,2871,Eixample,True,315.40299999999996,30.0,10.0,11.0,3,1,5
2868,2869,Eixample,True,85.16300000000001,20.0,2,3,0,0,1
2868,2867,Eixample,True,61.356,20.0,2,3,0,0,1
2869,145,Eixample,True,61.122,30.0,2,3,0,0,1
2870,2868,Eixample,True,68.51400000000001,30.0,2,4,0,0,0
2870,5398,Eixample,False,75.694,30.0,2,3,0,0,1
2870,6835,Eixample,False,70.827,30.0,2,3,0,0,1
2871,456,Eixample,True,12.535,30.0,2,4,0,0,0
2872,2860,Sants-Montjuïc,True,171.60199999999998,30.0,6.0,7.0,1,1,3
2872,454,Sants-Montjuïc,True,21.381,30.0,2,3,0,0,1
2873,8143,Eixample,True,23.337,25,2,3,0,0,1
2873,2874,Eixample,False,38.64,20.0,2,3,0,0,1
2874,2878,Eixample,False,88.01499999999999,25,2,3,0,0,1
2874,2875,Eixample,False,52.973,25,2,3,0,0,1
2874,2873,Eixample,False,38.64,20.0,2,4,0,0,0
2875,2877,Eixample,False,109.292,10.0,4.0,5.0,1,0,2
2875,8389,Eixample,False,41.309,10.0,2,3,0,0,1
2875,2876,Eixample,False,46.211,25,2,3,0,0,1
2875,2874,Eixample,False,52.973,25,2,4,0,0,0
2876,2875,Eixample,False,46.211,25,2,3,0,0,1
2876,2885,Eixample,True,46.031,10.0,2,4,0,0,0
2877,2875,Eixample,False,109.292,10.0,4.0,6.0,1,0,1
2878,2874,Eixample,False,88.01499999999999,25,2,4,0,0,0
2879,324,Eixample,True,104.303,20.0,4.0,5.0,1,0,2
2879,325,Eixample,True,54.554,20.0,2,3,0,0,1
2880,983,Eixample,True,157.00600000000003,20.0,6.0,7.0,2,0,3
2880,2881,Eixample,True,145.389,20.0,4.0,4.0,1,0,3
2880,2879,Eixample,True,58.944,20.0,2,3,0,0,1
2881,2065,Eixample,True,146.118,20.0,6.0,8.0,1,0,3
2881,2873,Eixample,True,210.985,25,10.0,10.0,2,1,7
2882,4706,Eixample,True,97.31300000000002,10.0,3.0,5.0,0,0,1
2883,2134,Eixample,True,133.282,30.0,4.0,6.0,1,0,1
2883,505,Eixample,True,11.322,10.0,2,3,0,0,1
2884,2876,Eixample,True,31.037,10.0,2,4,0,0,0
2884,2892,Eixample,True,162.128,10.0,5.0,7.0,1,0,2
2885,2886,Eixample,True,77.43299999999999,10.0,2,3,0,0,1
2886,2887,Eixample,True,53.275,10.0,2,3,0,0,1
2887,8217,Eixample,True,84.211,10.0,2,3,0,0,1
2887,2065,Eixample,True,120.817,20.0,4.0,6.0,0,0,2
2888,322,Eixample,True,321.96900000000005,30.0,11.0,13.0,2,1,6
2889,2888,Eixample,True,61.891,30.0,2,3,0,0,1
2889,2891,Eixample,True,99.18999999999998,10.0,3.0,3.0,1,0,2
2889,5138,Eixample,True,78.145,10.0,3.0,5.0,0,0,1
2890,2889,Eixample,True,227.251,30.0,9.0,11.0,2,1,4
2890,176,Eixample,True,240.85900000000004,30.0,8.0,8.0,2,1,5
2892,2133,Eixample,True,63.587,10.0,2,3,0,0,1
2893,4706,Eixample,True,154.33599999999998,30.0,6.0,6.0,2,1,3
2893,6834,Eixample,True,136.397,10.0,4.0,5.0,1,0,2
2894,4707,Eixample,True,219.226,30.0,9.0,9.0,3,1,5
2894,2864,Eixample,True,200.98699999999994,10.0,7.0,9.0,2,0,3
2895,456,Eixample,True,227.01100000000002,30.0,8.0,10.0,2,0,4
2895,4607,Eixample,True,64.603,30.0,3.0,4.0,0,0,2
2896,2375,Eixample,True,40.351,10.0,2,3,0,0,1
2897,8379,Eixample,False,59.515,30.0,2,3,0,0,1
2897,7791,Eixample,False,73.372,30.0,3.0,4.0,1,0,1
2898,2160,Eixample,True,21.008,20.0,2,3,0,0,1
2898,8379,Eixample,False,35.339999999999996,30.0,2,3,0,0,1
2899,6692,Eixample,True,191.42200000000003,25,8.0,10.0,2,1,3
2899,2911,Sants-Montjuïc,True,55.844,25,2,3,0,0,1
2900,2899,Sants-Montjuïc,True,41.922,25,2,3,0,0,1
2901,2900,Sants-Montjuïc,True,45.24,25,2,3,0,0,1
2901,2910,Sants-Montjuïc,True,117.14500000000001,20.0,4.0,5.0,1,0,2
2902,2900,Sants-Montjuïc,True,96.58500000000001,25,3.0,4.0,0,0,2
2902,2910,Sants-Montjuïc,True,67.18599999999999,30.0,3.0,3.0,1,0,2
2903,1223,Sants-Montjuïc,True,68.39,25,2,3,0,0,1
2903,2901,Sants-Montjuïc,True,78.136,20.0,3.0,4.0,1,0,1
2904,2903,Sants-Montjuïc,True,56.989999999999995,25,2,3,0,0,1
2904,2912,Sants-Montjuïc,True,93.928,25,3.0,5.0,0,0,1
2905,2904,Sants-Montjuïc,True,58.866,25,2,3,0,0,1
2905,265,Sants-Montjuïc,True,138.23199999999997,25,6.0,7.0,1,1,3
2906,2905,Sants-Montjuïc,True,59.765,25,2,3,0,0,1
2906,3237,Sants-Montjuïc,True,78.702,25,3.0,5.0,0,0,1
2907,2906,Sants-Montjuïc,True,44.644999999999996,25,2,3,0,0,1
2907,2908,Sants-Montjuïc,True,39.361,25,2,3,0,0,1
2907,3239,Sants-Montjuïc,False,102.91999999999999,25,4.0,5.0,1,0,2
2908,6705,Sants-Montjuïc,True,33.802,25,2,3,0,0,1
2909,2902,Sants-Montjuïc,True,64.66499999999999,30.0,2,3,0,0,1
2909,2899,Sants-Montjuïc,True,101.647,25,3.0,5.0,0,0,1
2910,1224,Sants-Montjuïc,True,68.591,30.0,3.0,5.0,0,0,1
2910,3934,Sants-Montjuïc,True,56.754999999999995,25,2,3,0,0,1
2911,2903,Sants-Montjuïc,True,100.93900000000001,25,4.0,6.0,1,0,1
2911,2912,Sants-Montjuïc,True,57.963,25,2,3,0,0,1
2912,2078,Eixample,True,247.222,25,10.0,12.0,2,1,5
2912,3236,Sants-Montjuïc,True,60.354,25,2,3,0,0,1
2913,1223,Sants-Montjuïc,True,57.501000000000005,25,2,3,0,0,1
2913,2904,Sants-Montjuïc,True,68.531,25,2,3,0,0,1
2914,1863,Sants-Montjuïc,False,23.662,30.0,2,3,0,0,1
2914,8055,Sants-Montjuïc,False,73.868,30.0,3.0,4.0,1,0,1
2915,2370,Sants-Montjuïc,False,87.53999999999999,30.0,2,3,0,0,1
2915,1253,Sants-Montjuïc,False,73.40899999999999,30.0,2,3,0,0,1
2916,6983,Les Corts,True,164.696,30.0,4.0,6.0,1,0,1
2916,8872,Les Corts,True,78.089,10.0,2,3,0,0,1
2917,2918,Les Corts,True,122.179,30.0,3.0,3.0,1,0,2
2917,8874,Les Corts,True,73.099,30.0,2,3,0,0,1
2918,2919,Les Corts,True,121.423,30.0,3.0,4.0,0,0,2
2918,3551,Sants-Montjuïc,True,96.20400000000001,30.0,3.0,5.0,0,0,1
2919,2920,Les Corts,True,130.225,30.0,3.0,4.0,1,0,1
2919,3286,Sants-Montjuïc,True,119.09500000000001,50.0,5.0,7.0,1,0,2
2920,7155,Les Corts,True,80.256,30.0,3.0,5.0,0,0,1
2921,6794,Les Corts,True,59.6,30.0,2,3,0,0,1
2922,2921,Les Corts,True,66.502,20.0,3.0,5.0,0,0,1
2922,3549,Les Corts,True,52.129,30.0,2,3,0,0,1
2923,2642,Les Corts,True,58.685,30.0,2,3,0,0,1
2924,2923,Les Corts,True,34.122,30.0,2,3,0,0,1
2924,1890,Les Corts,True,73.68599999999999,30.0,2,3,0,0,1
2925,2924,Les Corts,True,78.26400000000001,30.0,3.0,4.0,0,0,2
2925,1046,Les Corts,True,73.549,50.0,3.0,4.0,1,0,1
2925,2926,Les Corts,True,149.95499999999998,30.0,4.0,6.0,0,0,2
2926,4468,Les Corts,True,65.382,30.0,2,3,0,0,1
2927,8881,Les Corts,True,62.448,20.0,2,4,0,0,0
2928,2927,Les Corts,True,35.77,20.0,2,4,0,0,0
2928,2641,Les Corts,True,64.679,20.0,2,3,0,0,1
2929,2928,Les Corts,True,38.526,20.0,2,4,0,0,0
2929,2930,Les Corts,True,75.303,20.0,3.0,5.0,0,0,1
2930,8882,Les Corts,True,64.51,50.0,2,3,0,0,1
2931,3197,Eixample,True,133.983,30.0,6.0,6.0,2,0,4
2931,3195,Eixample,True,137.136,30.0,3.0,4.0,1,0,1
2932,2931,Eixample,True,133.846,30.0,4.0,5.0,1,0,2
2932,3192,Eixample,True,132.128,30.0,4.0,6.0,0,0,2
2933,2932,Eixample,True,131.079,30.0,5.0,7.0,1,0,2
2933,3259,Eixample,True,136.06300000000002,30.0,4.0,6.0,1,0,1
2934,2935,Eixample,True,108.133,50.0,4.0,7.0,0,0,1
2934,1074,Eixample,True,36.865,50.0,2,3,0,0,1
2935,2931,Eixample,True,134.641,30.0,4.0,6.0,1,0,1
2935,3192,Eixample,True,137.289,50.0,5.0,6.0,1,0,3
2936,3996,Eixample,True,121.872,50.0,3.0,3.0,1,0,2
2937,2938,Eixample,True,137.481,50.0,5.0,6.0,1,0,3
2937,3212,Eixample,True,130.14800000000002,50.0,5.0,7.0,1,0,2
2938,2948,Eixample,True,136.835,50.0,5.0,6.0,1,0,3
2938,2939,Eixample,True,132.12,50.0,6.0,8.0,1,0,3
2939,2940,Eixample,True,133.543,50.0,4.0,5.0,1,0,2
2939,2973,Eixample,True,129.426,50.0,3.0,5.0,0,0,1
2940,2950,Eixample,True,139.069,50.0,5.0,7.0,1,0,2
2940,2941,Eixample,True,135.067,50.0,5.0,7.0,1,0,2
2941,3216,Eixample,True,131.095,10.0,5.0,7.0,1,0,2
2941,2942,Eixample,True,133.726,50.0,4.0,6.0,0,0,2
2942,3233,Eixample,True,131.483,50.0,5.0,7.0,1,0,2
2943,2786,Eixample,True,70.695,30.0,2,4,0,0,0
2944,3188,Eixample,True,135.753,25,5.0,7.0,1,0,2
2944,1350,Eixample,True,75.295,30.0,2,3,0,0,1
2945,2936,Eixample,True,133.81,30.0,6.0,8.0,1,0,3
2945,2944,Eixample,True,131.45600000000002,30.0,5.0,7.0,1,0,2
2946,3186,Eixample,True,56.026,30.0,2,4,0,0,0
2946,2945,Eixample,True,35.777,30.0,2,3,0,0,1
2947,4617,Eixample,True,136.462,30.0,5.0,6.0,1,0,3
2947,2937,Eixample,True,136.385,50.0,3.0,5.0,0,0,1
2948,767,Eixample,True,43.387,50.0,2,3,0,0,1
2948,2947,Eixample,True,135.35899999999998,30.0,6.0,7.0,2,1,2
2949,2939,Eixample,True,138.22899999999998,50.0,4.0,5.0,1,0,2
2949,2948,Eixample,True,133.915,30.0,4.0,5.0,1,0,2
2950,2949,Eixample,True,132.695,30.0,4.0,6.0,0,0,2
2950,2951,Eixample,True,28.671,50.0,2,3,0,0,1
2951,3232,Eixample,True,300.439,30.0,13.0,10.0,4,2,10
2951,901,Eixample,True,14.906,50.0,2,4,0,0,0
2952,2940,Eixample,True,129.439,50.0,5.0,6.0,1,0,3
2952,2973,Eixample,True,133.397,50.0,3.0,5.0,0,0,1
2953,3217,Eixample,True,140.875,30.0,4.0,5.0,1,0,2
2953,2952,Eixample,True,132.521,50.0,3.0,3.0,1,0,2
2954,2953,Eixample,True,136.658,50.0,4.0,6.0,1,0,1
2954,2975,Eixample,True,129.387,30.0,4.0,5.0,1,0,2
2955,2976,Eixample,True,132.71300000000002,50.0,6.0,6.0,1,1,4
2955,2954,Eixample,True,131.71099999999998,50.0,3.0,4.0,0,0,2
2956,3111,Eixample,True,136.365,50.0,4.0,6.0,1,0,1
2956,2955,Eixample,True,135.694,50.0,5.0,7.0,1,0,2
2957,2978,Eixample,True,133.647,50.0,3.0,4.0,0,0,2
2957,2956,Eixample,True,132.906,50.0,5.0,6.0,1,0,3
2958,2979,Eixample,True,133.114,30.0,4.0,6.0,1,0,1
2958,281,Eixample,True,117.07900000000001,50.0,3.0,5.0,0,0,1
2959,6324,Sarrià-Sant Gervasi,True,58.760999999999996,30.0,2,4,0,0,0
2959,6326,Sarrià-Sant Gervasi,True,54.548,50.0,2,3,0,0,1
2960,2961,Sarrià-Sant Gervasi,True,65.149,50.0,2,3,0,0,1
2960,6323,Sarrià-Sant Gervasi,True,63.67,30.0,2,3,0,0,1
2960,2757,Sarrià-Sant Gervasi,True,91.59700000000001,20.0,2,3,0,0,1
2961,2962,Sarrià-Sant Gervasi,True,148.833,50.0,5.0,6.0,1,0,3
2961,3670,Sarrià-Sant Gervasi,True,60.077999999999996,10.0,2,3,0,0,1
2962,2963,Sarrià-Sant Gervasi,True,77.338,50.0,2,3,0,0,1
2962,4505,Sarrià-Sant Gervasi,True,67.321,30.0,2,3,0,0,1
2963,549,Sarrià-Sant Gervasi,True,84.15799999999999,50.0,4.0,6.0,1,0,1
2963,3673,Sarrià-Sant Gervasi,True,136.40200000000002,30.0,3.0,5.0,0,0,1
2964,3675,Sarrià-Sant Gervasi,True,178.67999999999998,30.0,5.0,6.0,1,0,3
2964,4271,Sarrià-Sant Gervasi,True,73.27799999999999,50.0,3.0,5.0,0,0,1
2965,2966,Sarrià-Sant Gervasi,True,67.305,50.0,2,3,0,0,1
2965,5699,Sarrià-Sant Gervasi,True,90.11099999999999,30.0,3.0,5.0,0,0,1
2966,5700,Sarrià-Sant Gervasi,True,87.667,30.0,2,4,0,0,0
2966,5772,Sarrià-Sant Gervasi,True,125.303,50.0,4.0,6.0,1,0,1
2967,2775,Sarrià-Sant Gervasi,True,67.968,30.0,2,3,0,0,1
2967,2968,Sarrià-Sant Gervasi,True,66.293,50.0,2,3,0,0,1
2968,4021,Sarrià-Sant Gervasi,True,98.20599999999999,30.0,3.0,5.0,0,0,1
2968,2969,Sarrià-Sant Gervasi,True,85.216,50.0,2,3,0,0,1
2969,4036,Sarrià-Sant Gervasi,True,119.59099999999998,30.0,3.0,5.0,0,0,1
2969,2970,Sarrià-Sant Gervasi,True,67.419,50.0,2,3,0,0,1
2970,4023,Sarrià-Sant Gervasi,True,99.029,30.0,4.0,6.0,1,0,1
2970,2971,Sarrià-Sant Gervasi,True,65.464,50.0,2,3,0,0,1
2971,4001,Sarrià-Sant Gervasi,True,75.589,30.0,2,3,0,0,1
2971,2972,Sarrià-Sant Gervasi,True,123.44200000000001,50.0,3.0,5.0,0,0,1
2972,6436,Sarrià-Sant Gervasi,True,165.339,50.0,7.0,7.0,1,1,5
2972,5058,Sarrià-Sant Gervasi,True,63.338,50.0,3.0,4.0,0,0,2
2973,2984,Eixample,True,133.565,50.0,5.0,6.0,1,0,3
2973,2974,Eixample,True,132.33100000000002,30.0,6.0,6.0,2,0,4
2974,2953,Eixample,True,131.52700000000002,30.0,4.0,5.0,1,0,2
2974,2975,Eixample,True,136.03,50.0,4.0,4.0,1,0,3
2975,2986,Eixample,True,127.993,30.0,6.0,7.0,2,0,3
2975,2976,Eixample,True,135.83800000000002,50.0,3.0,5.0,0,0,1
2976,2977,Eixample,True,135.359,50.0,4.0,5.0,1,0,2
2976,2987,Eixample,True,138.192,50.0,5.0,6.0,1,0,3
2977,2956,Eixample,True,133.24599999999998,50.0,6.0,5.0,2,1,4
2977,2978,Eixample,True,130.744,50.0,5.0,6.0,1,0,3
2978,2373,Eixample,True,134.637,50.0,4.0,6.0,1,0,1
2978,113,Eixample,True,115.459,50.0,5.0,6.0,1,0,3
2979,2334,Eixample,True,66.39699999999999,30.0,2,3,0,0,1
2979,2501,Eixample,True,149.99200000000002,50.0,4.0,5.0,1,0,2
2980,2990,Eixample,True,131.751,50.0,4.0,6.0,0,0,2
2980,2981,Eixample,True,63.17,50.0,2,3,0,0,1
2981,323,Eixample,False,89.506,50.0,3.0,4.0,0,0,2
2981,983,Eixample,False,113.193,50.0,5.0,7.0,1,0,2
2982,3264,Sarrià-Sant Gervasi,True,28.705,50.0,2,4,0,0,0
2982,3263,Sarrià-Sant Gervasi,False,74.59199999999998,50.0,2,4,0,0,0
2983,5308,Eixample,True,28.795,50.0,2,4,0,0,0
2984,3212,Eixample,True,136.118,50.0,5.0,7.0,1,0,2
2984,2938,Eixample,True,130.547,50.0,5.0,7.0,1,0,2
2985,2984,Eixample,True,137.379,50.0,6.0,6.0,2,0,4
2985,2974,Eixample,True,111.279,30.0,3.0,4.0,0,0,2
2986,2985,Eixample,True,137.909,50.0,6.0,6.0,2,1,3
2986,2998,Eixample,True,138.39,30.0,4.0,4.0,1,0,3
2987,2986,Eixample,True,134.309,50.0,5.0,6.0,1,0,3
2987,3138,Eixample,True,129.363,50.0,4.0,4.0,1,0,3
2988,2977,Eixample,True,134.952,50.0,4.0,5.0,1,0,2
2988,2987,Eixample,True,136.494,50.0,6.0,8.0,2,0,2
2989,115,Eixample,True,116.13,50.0,5.0,7.0,1,0,2
2989,3058,Eixample,True,133.32,30.0,5.0,6.0,1,0,3
2990,3163,Eixample,True,133.954,50.0,4.0,5.0,1,0,2
2990,5331,Eixample,True,129.428,30.0,3.0,5.0,0,0,1
2991,982,Eixample,True,38.459999999999994,25,2,4,0,0,0
2991,983,Eixample,False,60.425,30.0,2,3,0,0,1
2992,2321,Eixample,True,137.072,30.0,5.0,7.0,1,0,2
2992,462,Eixample,False,77.91399999999999,30.0,3.0,3.0,1,0,2
2993,1169,Eixample,True,85.016,30.0,3.0,3.0,1,0,2
2993,2992,Eixample,True,130.615,30.0,5.0,7.0,1,0,2
2994,3198,Eixample,True,126.935,30.0,3.0,4.0,0,0,2
2994,2993,Eixample,True,134.14499999999998,20.0,4.0,5.0,1,0,2
2995,6842,Eixample,True,131.15099999999998,30.0,4.0,4.0,1,0,3
2995,2994,Eixample,True,136.652,30.0,4.0,5.0,0,0,3
2996,3136,Eixample,True,136.106,30.0,5.0,7.0,1,0,2
2996,6712,Eixample,True,133.63199999999998,30.0,3.0,5.0,0,0,1
2997,2996,Eixample,True,133.85899999999998,30.0,5.0,7.0,1,0,2
2998,8170,Eixample,True,69.17999999999999,30.0,2,3,0,0,1
2998,3138,Eixample,True,130.576,50.0,6.0,7.0,1,0,4
2999,3139,Eixample,True,132.034,10.0,6.0,9.0,1,0,2
2999,2954,Eixample,True,142.82,30.0,4.0,6.0,1,0,1
3000,3140,Eixample,True,132.728,50.0,5.0,7.0,1,0,2
3000,2999,Eixample,True,127.068,30.0,5.0,7.0,1,0,2
3001,3141,Eixample,True,131.248,20.0,4.0,5.0,1,0,2
3001,3000,Eixample,True,87.418,30.0,2,3,0,0,1
3002,2849,Eixample,True,166.783,30.0,7.0,9.0,1,0,4
3002,6416,Eixample,True,135.645,10.0,4.0,4.0,1,0,3
3003,6412,Eixample,True,143.875,30.0,4.0,4.0,1,0,3
3003,3144,Eixample,True,134.552,50.0,5.0,7.0,1,0,2
3004,3003,Eixample,True,135.09199999999998,20.0,5.0,6.0,1,0,3
3004,3449,Eixample,True,89.503,50.0,3.0,4.0,1,0,1
3005,3103,Eixample,True,136.169,30.0,6.0,7.0,2,0,3
3005,3004,Eixample,True,129.84799999999998,30.0,3.0,4.0,0,0,2
3006,8606,Eixample,True,134.26100000000002,30.0,4.0,4.0,1,0,3
3006,2372,Eixample,True,130.741,30.0,4.0,5.0,1,0,2
3007,3006,Eixample,True,133.413,30.0,3.0,4.0,1,0,1
3007,3181,Eixample,True,133.16300000000004,30.0,4.0,7.0,0,0,1
3008,3007,Eixample,True,134.851,30.0,5.0,6.0,1,0,3
3008,3182,Eixample,True,256.014,10.0,7.0,8.0,2,1,3
3009,3010,Eixample,False,372.968,25,18.0,16.0,5,2,13
3009,2417,Eixample,True,166.052,10.0,7.0,8.0,1,1,4
3010,3009,Eixample,False,372.96799999999996,25,12.0,12.0,4,1,7
3010,1771,Eixample,True,22.786,25,2,3,0,0,1
3011,6532,Sants-Montjuïc,True,16.353,30.0,2,3,0,0,1
3011,6697,Sants-Montjuïc,True,81.10000000000001,50.0,2,3,0,0,1
3012,3028,Eixample,True,131.25000000000003,50.0,4.0,5.0,1,0,2
3012,2492,Eixample,True,132.16400000000002,50.0,4.0,6.0,1,0,1
3013,3012,Eixample,True,130.585,30.0,4.0,6.0,1,0,1
3013,2496,Eixample,True,94.41399999999999,30.0,3.0,5.0,0,0,1
3014,3013,Eixample,True,138.375,30.0,4.0,5.0,1,0,2
3014,3026,Eixample,True,133.75300000000001,30.0,6.0,9.0,1,0,2
3015,3014,Eixample,True,131.811,30.0,5.0,6.0,1,0,3
3015,3095,Eixample,True,134.333,50.0,4.0,6.0,1,0,1
3016,567,Eixample,True,129.409,30.0,4.0,6.0,1,0,1
3016,3024,Eixample,True,136.056,50.0,6.0,8.0,2,0,2
3017,3016,Eixample,True,131.75300000000001,30.0,5.0,7.0,1,0,2
3017,3086,Eixample,True,129.52100000000002,30.0,4.0,7.0,0,0,1
3018,3017,Eixample,True,136.22699999999998,30.0,5.0,6.0,1,0,3
3018,6773,Eixample,False,62.821000000000005,10.0,2,3,0,0,1
3018,3022,Eixample,True,137.36999999999998,30.0,6.0,8.0,1,1,2
3019,3048,Eixample,True,133.349,50.0,4.0,5.0,1,0,2
3019,6774,Eixample,True,28.493,30.0,2,4,0,0,0
3020,6928,Eixample,True,144.198,30.0,4.0,5.0,1,0,2
3020,2023,Eixample,True,134.863,50.0,4.0,5.0,1,0,2
3021,6927,Eixample,True,134.32399999999998,30.0,5.0,6.0,1,0,3
3021,6775,Eixample,True,117.42500000000001,50.0,3.0,5.0,0,0,1
3022,3021,Eixample,True,132.214,30.0,4.0,5.0,1,0,2
3022,7227,Eixample,True,129.057,30.0,4.0,6.0,0,0,2
3023,3017,Eixample,True,136.054,30.0,5.0,6.0,1,0,3
3023,3022,Eixample,True,137.166,30.0,4.0,5.0,1,0,2
3024,7225,Eixample,True,134.167,50.0,4.0,6.0,1,0,1
3024,3023,Eixample,True,131.87099999999998,30.0,4.0,6.0,0,0,2
3025,570,Eixample,True,128.387,30.0,5.0,6.0,1,0,3
3025,3015,Eixample,True,133.75300000000001,50.0,4.0,6.0,1,0,1
3026,3025,Eixample,True,133.061,30.0,4.0,5.0,1,0,2
3026,7221,Eixample,True,131.345,30.0,5.0,7.0,1,0,2
3027,3026,Eixample,True,133.083,30.0,4.0,5.0,1,0,2
