v_origem,v_destino,bairro,oneway,length,max_speed,num_lotes,casas,industrias,atracoes,comercios
518,2617,Quartiere 5,False,92.576,50.0,4.0,6.0,0,0,2
518,260,Quartiere 5,False,55.928,25,2,4,0,0,0
519,3693,Quartiere 5,False,10.84,50.0,2,3,0,0,1
519,520,Quartiere 5,False,10.822,50.0,2,4,0,0,0
520,3042,Quartiere 5,False,30.945,50.0,2,4,0,0,0
520,519,Quartiere 5,False,10.822,50.0,2,3,0,0,1
520,3650,Quartiere 5,False,181.489,25,7.0,7.0,2,0,5
521,4887,Quartiere 4,True,404.155,40.0,12.0,14.0,2,1,7
522,4014,Quartiere 1,True,11.512,25,2,3,0,0,1
522,2249,Quartiere 1,True,96.649,25,2,3,0,0,1
936,1416,Quartiere 2,False,23.494,25,2,4,0,0,0
936,5238,Quartiere 2,False,18.380000000000003,90.0,2,3,0,0,1
936,5239,Quartiere 2,True,24.448999999999998,30.0,2,3,0,0,1
937,2753,Quartiere 2,False,285.72700000000003,25,12.0,14.0,3,1,6
937,1011,Quartiere 2,False,728.2539999999999,25,22.0,25.0,8,2,9
937,993,Quartiere 2,False,251.548,25,12.0,15.0,2,2,5
938,1419,Quartiere 2,False,272.294,25,11.0,12.0,2,1,7
938,5419,Quartiere 2,False,584.156,50.0,17.0,18.0,4,1,11
938,742,Quartiere 2,False,74.46300000000001,25,3.0,4.0,1,0,1
939,5410,Quartiere 2,False,180.80700000000002,25,5.0,6.0,1,0,3
939,4582,Quartiere 2,False,488.336,25,23.0,22.0,6,2,16
940,4583,Quartiere 2,False,230.223,25,11.0,13.0,2,1,6
940,941,Quartiere 2,False,359.04600000000005,25,13.0,16.0,4,1,5
940,2524,Quartiere 2,False,309.84,25,15.0,13.0,4,2,11
941,942,Quartiere 2,False,40.594,25,2,3,0,0,1
941,940,Quartiere 2,False,359.046,25,14.0,10.0,5,2,11
941,670,Quartiere 2,False,182.634,25,5.0,6.0,1,0,3
942,943,Quartiere 2,False,189.481,25,7.0,9.0,1,0,4
942,2866,Quartiere 2,False,525.753,25,22.0,24.0,8,2,10
942,941,Quartiere 2,False,40.594,25,2,3,0,0,1
943,942,Quartiere 2,False,189.48100000000002,25,6.0,9.0,1,0,2
943,4585,Quartiere 2,False,535.351,25,23.0,24.0,6,2,14
943,5168,Quartiere 2,False,876.538,25,25.0,27.0,8,3,12
944,4977,Quartiere 2,False,6.017,50.0,2,3,0,0,1
944,5819,Quartiere 2,False,50.862,25,2,4,0,0,0
944,2820,Quartiere 2,False,63.824,50.0,2,4,0,0,0
945,3062,Quartiere 2,False,72.47500000000001,25,2,3,0,0,1
945,3057,Quartiere 2,False,36.539,25,2,3,0,0,1
945,4654,Quartiere 2,False,80.217,25,3.0,4.0,1,0,1
946,2804,Quartiere 2,True,22.765,25,2,3,0,0,1
946,672,Quartiere 2,True,10.391,50.0,2,4,0,0,0
947,2803,Quartiere 2,False,90.178,50.0,3.0,5.0,0,0,1
947,2806,Quartiere 2,True,17.201,50.0,2,3,0,0,1
947,2527,Quartiere 2,True,56.55500000000001,25,2,3,0,0,1
948,2803,Quartiere 2,False,33.984,50.0,2,3,0,0,1
948,949,Quartiere 2,True,35.912,25,2,3,0,0,1
949,4591,Quartiere 2,True,18.066,25,2,3,0,0,1
950,3771,Quartiere 2,False,191.094,50.0,7.0,9.0,1,1,3
950,951,Quartiere 2,False,130.327,50.0,6.0,6.0,1,1,4
950,3784,Quartiere 2,False,61.685,25,2,3,0,0,1
951,950,Quartiere 2,False,130.32700000000003,50.0,4.0,5.0,1,0,2
951,6052,Quartiere 2,False,23.552,50.0,2,4,0,0,0
952,3807,Quartiere 2,False,193.10000000000002,25,5.0,7.0,1,0,2
952,3763,Quartiere 2,False,492.576,50.0,16.0,14.0,6,2,10
952,6052,Quartiere 2,False,209.265,50.0,6.0,7.0,1,0,4
953,978,Quartiere 2,True,76.32,50.0,2,3,0,0,1
953,977,Quartiere 2,True,62.238,50.0,3.0,4.0,1,0,1
1166,1167,Quartiere 5,True,180.60500000000002,50.0,6.0,7.0,1,1,3
1167,5856,Quartiere 5,True,65.948,50.0,3.0,4.0,0,0,2
1168,1169,Quartiere 5,True,20.509999999999998,50.0,2,3,0,0,1
1169,932,Quartiere 5,True,129.394,25,4.0,5.0,1,0,2
1169,1170,Quartiere 5,True,26.157999999999998,50.0,2,3,0,0,1
1170,4464,Quartiere 5,True,15.271,50.0,2,3,0,0,1
1170,1100,Quartiere 5,True,152.204,50.0,6.0,7.0,1,1,3
1171,5434,Quartiere 5,False,48.113,50.0,2,3,0,0,1
1171,1265,Quartiere 5,True,48.931,50.0,2,3,0,0,1
1172,1343,Quartiere 5,False,66.406,30.0,3.0,4.0,0,0,2
1172,284,Quartiere 5,False,95.629,30.0,2,3,0,0,1
1173,4723,Quartiere 5,False,19.479,25,2,4,0,0,0
1173,1344,Quartiere 5,False,25.430999999999997,50.0,2,3,0,0,1
1174,1344,Quartiere 5,False,91.052,50.0,3.0,4.0,1,0,1
1174,365,Quartiere 5,False,124.71000000000001,50.0,5.0,7.0,1,0,2
1174,6090,Quartiere 5,False,17.471999999999998,25,2,4,0,0,0
1175,1007,Quartiere 2,True,422.888,25,18.0,16.0,4,2,14
1175,2141,Quartiere 2,False,60.99100000000001,50.0,2,3,0,0,1
1176,1603,Quartiere 1,True,32.756,25,2,4,0,0,0
1177,1176,Quartiere 1,True,68.78400000000002,25,2,3,0,0,1
1177,4916,Quartiere 2,True,70.66300000000001,50.0,2,4,0,0,0
1178,359,Quartiere 2,False,231.28300000000002,30.0,10.0,9.0,3,1,7
1178,5629,Quartiere 2,True,48.202999999999996,30.0,2,3,0,0,1
1179,5132,Quartiere 2,False,12.276,25,2,4,0,0,0
1179,1804,Quartiere 2,False,86.691,25,3.0,5.0,0,0,1
1179,1821,Quartiere 2,False,287.07900000000006,25,11.0,11.0,4,1,6
1179,2094,Quartiere 2,False,189.727,25,6.0,7.0,1,0,4
1180,1871,Quartiere 2,False,18.903,25,2,3,0,0,1
1180,1964,Quartiere 2,False,102.721,25,3.0,4.0,1,0,1
1181,1182,Quartiere 2,False,163.611,25,7.0,8.0,1,1,4
1181,1865,Quartiere 2,False,106.46400000000001,25,5.0,7.0,1,0,2
1181,1222,Quartiere 2,False,172.239,25,6.0,6.0,2,0,4
1182,3927,Quartiere 2,True,29.009,50.0,2,3,0,0,1
1182,1181,Quartiere 2,False,163.61100000000002,25,5.0,6.0,1,0,3
1182,1881,Quartiere 2,False,24.781999999999996,25,2,4,0,0,0
1183,4592,Quartiere 2,True,49.0,50.0,2,3,0,0,1
1184,2175,Quartiere 2,True,85.563,25,4.0,5.0,1,0,2
1184,1787,Quartiere 2,True,117.252,25,3.0,3.0,1,0,2
1184,1185,Quartiere 2,True,130.984,25,5.0,7.0,1,0,2
1185,1788,Quartiere 2,True,27.962,25,2,3,0,0,1
1185,5693,Quartiere 2,True,25.841,25,2,4,0,0,0
1186,5770,Quartiere 1,False,13.417,50.0,2,4,0,0,0
1186,1076,Quartiere 1,True,158.00400000000002,50.0,6.0,8.0,2,0,2
1187,387,Quartiere 1,True,42.300999999999995,25,2,3,0,0,1
1187,1073,Quartiere 1,True,74.617,25,2,4,0,0,0
1188,5499,Quartiere 1,True,41.32,25,2,4,0,0,0
1188,451,Quartiere 1,True,14.109,25,2,3,0,0,1
1222,2094,Quartiere 2,False,386.57900000000006,25,13.0,15.0,3,2,6
1222,1858,Quartiere 2,False,168.00400000000002,25,6.0,8.0,1,0,3
1222,1861,Quartiere 2,False,174.554,25,5.0,7.0,1,0,2
1222,1181,Quartiere 2,False,172.239,25,6.0,7.0,2,0,3
3557,4008,Quartiere 5,True,10.036,25,2,3,0,0,1
3557,2563,Quartiere 5,True,154.548,50.0,6.0,7.0,1,0,4
4711,4844,Quartiere 5,True,22.552,25,2,3,0,0,1
4711,1312,Quartiere 5,False,25.807,25,2,3,0,0,1
5536,1362,Quartiere 2,True,50.831999999999994,25,2,3,0,0,1
5536,4984,Quartiere 2,True,24.288,25,2,4,0,0,0
5536,3047,Quartiere 2,True,65.594,25,2,3,0,0,1
5537,5536,Quartiere 2,True,105.757,25,3.0,5.0,0,0,1
5538,1682,Quartiere 2,True,132.18999999999997,25,5.0,7.0,1,0,2
5538,1397,Quartiere 2,True,161.464,25,6.0,6.0,2,0,4
5539,1777,Quartiere 2,True,137.22500000000002,25,4.0,5.0,1,0,2
5540,1812,Quartiere 2,False,75.274,25,3.0,5.0,0,0,1
5540,1823,Quartiere 2,False,264.749,25,12.0,10.0,4,2,8
5700,2110,Quartiere 5,True,65.302,25,2,3,0,0,1
5701,887,Quartiere 5,True,89.824,25,3.0,5.0,0,0,1
5701,3792,Quartiere 5,True,98.533,25,3.0,4.0,0,0,2
5702,2113,Quartiere 5,True,29.92,25,2,3,0,0,1
5702,3791,Quartiere 5,False,156.331,50.0,4.0,5.0,1,0,2
5702,1000,Quartiere 5,False,446.337,50.0,21.0,24.0,7,2,9
5703,3365,Quartiere 5,False,284.4789999999999,25,11.0,10.0,3,2,7
5703,3789,Quartiere 5,False,111.10000000000001,25,4.0,5.0,1,0,2
5704,3365,Quartiere 5,False,14.624,25,2,3,0,0,1
5704,3273,Quartiere 5,True,307.4690000000001,25,12.0,11.0,4,1,8
5705,3794,Quartiere 5,False,77.069,25,2,3,0,0,1
5705,3793,Quartiere 5,False,165.95899999999997,25,6.0,8.0,1,1,2
5705,3273,Quartiere 5,False,169.636,25,6.0,7.0,1,0,4
5706,3159,Quartiere 4,False,40.941,25,2,3,0,0,1
5706,4481,Quartiere 4,True,56.273,25,2,3,0,0,1
5707,795,Quartiere 5,False,17.387,50.0,2,4,0,0,0
5707,5543,Quartiere 5,True,126.66999999999999,50.0,5.0,6.0,1,0,3
5708,2329,Quartiere 1,True,50.345,25,2,3,0,0,1
5708,6083,Quartiere 1,False,85.931,50.0,3.0,3.0,1,0,2
5709,2330,Quartiere 1,True,43.747,25,2,3,0,0,1
5709,2972,Quartiere 1,False,34.003,25,2,3,0,0,1
5709,2973,Quartiere 1,True,37.835,25,2,3,0,0,1
5710,500,Quartiere 1,True,55.039,25,2,3,0,0,1
5711,5710,Quartiere 1,True,13.379,25,2,4,0,0,0
5711,2213,Quartiere 1,True,81.641,25,3.0,4.0,1,0,1
5712,3672,Quartiere 4,False,81.167,25,2,3,0,0,1
5712,743,Quartiere 4,False,130.43200000000002,25,4.0,6.0,1,0,1
5712,4179,Quartiere 4,False,90.85300000000001,25,2,3,0,0,1
5713,5714,Quartiere 4,False,66.84100000000001,25,3.0,4.0,1,0,1
5713,28,Quartiere 4,True,107.77100000000002,25,3.0,5.0,0,0,1
5713,3210,Quartiere 4,False,36.998000000000005,25,2,4,0,0,0
5714,5713,Quartiere 4,False,66.84100000000001,25,2,3,0,0,1
5714,3130,Quartiere 4,False,107.97300000000001,30.0,5.0,7.0,1,0,2
5715,5716,Quartiere 4,False,54.675,25,2,4,0,0,0
5715,743,Quartiere 4,False,164.474,25,5.0,7.0,1,0,2
5716,5715,Quartiere 4,False,54.675,25,2,3,0,0,1
5716,3086,Quartiere 4,False,194.56300000000002,25,5.0,7.0,1,0,2
5716,3212,Quartiere 4,True,234.02300000000002,25,11.0,10.0,3,2,7
5717,2408,Quartiere 5,False,119.34299999999999,25,5.0,6.0,1,0,3
5717,2398,Quartiere 5,False,103.263,50.0,4.0,5.0,1,0,2
5717,5368,Quartiere 5,False,69.5,50.0,2,3,0,0,1
5718,1112,Quartiere 5,True,88.23,25,2,3,0,0,1
5718,897,Quartiere 5,True,112.81300000000002,25,4.0,4.0,1,0,3
5719,5720,Quartiere 4,True,216.45900000000003,25,8.0,10.0,2,1,3
5719,2767,Quartiere 4,True,47.889,25,2,3,0,0,1
5720,5721,Quartiere 4,True,97.90999999999998,25,3.0,4.0,1,0,1
5721,5722,Quartiere 4,True,15.504999999999999,50.0,2,3,0,0,1
5722,4322,Quartiere 4,True,131.45600000000002,25,5.0,7.0,1,0,2
5722,5259,Quartiere 4,True,12.518,50.0,2,3,0,0,1
5723,2203,Quartiere 1,True,52.612,25,2,3,0,0,1
5723,2211,Quartiere 1,True,113.968,25,4.0,6.0,0,0,2
5724,2328,Quartiere 1,True,64.587,25,2,3,0,0,1
5724,2233,Quartiere 1,True,51.536,25,2,3,0,0,1
5725,2425,Quartiere 1,True,28.308,25,2,3,0,0,1
5725,2424,Quartiere 1,True,145.892,25,4.0,6.0,1,0,1
5726,2441,Quartiere 1,True,123.29100000000003,25,3.0,3.0,1,0,2
5727,2207,Quartiere 1,True,172.11700000000002,25,8.0,8.0,2,1,5
5728,2208,Quartiere 1,True,90.971,25,2,4,0,0,0
5728,5815,Quartiere 1,True,39.926,25,2,3,0,0,1
5729,2210,Quartiere 1,True,109.89,25,3.0,4.0,1,0,1
5729,5730,Quartiere 1,True,80.225,25,2,3,0,0,1
5729,956,Quartiere 1,True,141.03399999999996,25,4.0,5.0,1,0,2
5730,5724,Quartiere 1,True,123.811,25,4.0,5.0,1,0,2
5731,1356,Quartiere 5,True,86.352,25,4.0,4.0,1,0,3
5732,1355,Quartiere 5,True,85.314,25,3.0,4.0,0,0,2
5732,5733,Quartiere 5,False,79.771,25,2,4,0,0,0
5732,1354,Quartiere 5,True,60.909,25,2,3,0,0,1
5733,5732,Quartiere 5,False,79.771,25,3.0,5.0,0,0,1
5733,5734,Quartiere 5,False,101.72200000000001,25,4.0,5.0,1,0,2
5733,1524,Quartiere 5,True,208.14999999999998,50.0,10.0,12.0,2,1,5
5734,5733,Quartiere 5,False,101.72200000000001,25,3.0,4.0,0,0,2
5734,1522,Quartiere 5,False,210.75400000000002,25,8.0,9.0,2,0,5
5734,1349,Quartiere 5,True,172.782,50.0,5.0,6.0,1,0,3
5735,1346,Quartiere 5,False,63.760000000000005,50.0,2,3,0,0,1
5735,1362,Quartiere 2,True,47.473000000000006,25,2,3,0,0,1
15,3564,Quartiere 3,True,203.627,25,6.0,6.0,1,1,4
15,5610,Quartiere 3,False,133.098,25,3.0,5.0,0,0,1
15,3567,Quartiere 3,False,255.25199999999998,25,12.0,15.0,3,1,5
471,3690,Quartiere 5,False,33.73,25,2,3,0,0,1
471,2578,Quartiere 5,False,176.027,25,6.0,6.0,1,1,4
472,1357,Quartiere 5,True,95.83699999999999,25,3.0,4.0,1,0,1
472,1359,Quartiere 5,True,182.73099999999997,25,5.0,7.0,1,0,2
473,666,Quartiere 2,True,106.47900000000001,50.0,4.0,5.0,1,0,2
474,1056,Quartiere 2,True,24.049,25,2,4,0,0,0
474,3752,Quartiere 2,False,118.71300000000001,25,4.0,4.0,1,0,3
474,5992,Quartiere 2,True,69.799,25,2,3,0,0,1
475,5633,Quartiere 5,False,126.472,25,6.0,8.0,1,0,3
475,5288,Quartiere 5,True,58.501999999999995,50.0,2,4,0,0,0
475,3292,Quartiere 5,False,45.736000000000004,50.0,2,3,0,0,1
476,1000,Quartiere 5,False,11.165,50.0,2,3,0,0,1
476,2989,Quartiere 5,True,138.205,25,5.0,6.0,1,0,3
476,3293,Quartiere 5,True,144.042,25,4.0,5.0,1,0,2
476,3292,Quartiere 5,False,180.256,50.0,5.0,6.0,1,0,3
477,478,Quartiere 5,True,101.519,25,3.0,5.0,0,0,1
477,3260,Quartiere 5,True,265.40999999999997,25,8.0,10.0,1,1,4
478,3261,Quartiere 5,True,167.523,25,5.0,7.0,1,0,2
478,4515,Quartiere 5,True,174.978,25,6.0,7.0,1,1,3
479,145,Quartiere 5,True,239.72700000000003,25,9.0,11.0,2,1,4
479,484,Quartiere 5,True,118.248,25,3.0,4.0,0,0,2
480,482,Quartiere 5,False,78.712,25,3.0,5.0,0,0,1
480,145,Quartiere 5,False,249.869,25,8.0,11.0,1,1,3
480,3795,Quartiere 5,True,116.75999999999999,25,3.0,5.0,0,0,1
480,485,Quartiere 5,True,155.969,25,6.0,7.0,2,0,3
481,145,Quartiere 5,False,25.02,25,2,3,0,0,1
481,3269,Quartiere 5,False,4.607,25,2,3,0,0,1
481,3268,Quartiere 5,False,85.497,25,3.0,5.0,0,0,1
482,739,Quartiere 5,False,39.006,25,2,3,0,0,1
482,480,Quartiere 5,False,78.712,25,3.0,4.0,1,0,1
482,486,Quartiere 5,True,274.975,25,9.0,11.0,1,1,5
483,484,Quartiere 5,False,173.81,25,7.0,7.0,1,1,5
484,483,Quartiere 5,False,173.81,25,6.0,6.0,1,1,4
484,477,Quartiere 5,True,94.27900000000001,25,3.0,4.0,1,0,1
485,479,Quartiere 5,True,34.503,25,2,3,0,0,1
485,3543,Quartiere 5,False,86.852,25,4.0,6.0,0,0,2
486,3287,Quartiere 5,False,199.992,25,8.0,8.0,2,1,5
486,3288,Quartiere 5,False,116.253,25,4.0,7.0,0,0,1
487,3263,Quartiere 5,True,125.173,25,4.0,7.0,0,0,1
487,3279,Quartiere 5,False,86.89500000000001,25,3.0,4.0,1,0,1
488,3651,Quartiere 3,False,135.31599999999997,25,4.0,5.0,1,0,2
488,3652,Quartiere 3,True,44.528,25,2,3,0,0,1
489,5838,Quartiere 3,False,131.619,25,3.0,5.0,0,0,1
490,5382,Quartiere 3,True,9.442,25,2,3,0,0,1
490,4486,Quartiere 3,True,128.92000000000002,50.0,4.0,5.0,1,0,2
491,157,Quartiere 3,True,36.43,25,2,3,0,0,1
491,685,Quartiere 3,False,48.554,25,2,3,0,0,1
491,5831,Quartiere 3,False,40.159,25,2,3,0,0,1
492,3651,Quartiere 3,False,40.117,25,2,4,0,0,0
492,3655,Quartiere 3,True,47.824999999999996,25,2,3,0,0,1
493,492,Quartiere 3,True,78.32,25,3.0,4.0,1,0,1
494,3681,Quartiere 3,False,47.371,50.0,2,3,0,0,1
494,3714,Quartiere 3,False,545.9029999999999,50.0,20.0,21.0,6,2,11
621,2267,Quartiere 5,True,48.818000000000005,25,2,3,0,0,1
621,622,Quartiere 5,True,39.504,25,2,3,0,0,1
622,4013,Quartiere 5,True,11.643,25,2,3,0,0,1
622,2267,Quartiere 5,True,18.735,25,2,3,0,0,1
623,1306,Quartiere 5,True,136.24200000000002,50.0,6.0,7.0,2,0,3
623,1313,Quartiere 5,True,207.058,25,8.0,9.0,2,1,4
624,3082,Quartiere 1,True,237.425,25,7.0,6.0,2,1,5
624,625,Quartiere 1,True,337.19499999999994,50.0,11.0,12.0,4,1,5
625,975,Quartiere 1,True,314.35599999999994,50.0,14.0,13.0,5,2,8
626,784,Quartiere 4,True,15.997,25,2,3,0,0,1
626,543,Quartiere 4,True,27.150999999999996,50.0,2,3,0,0,1
627,2539,Quartiere 5,False,12.588,50.0,2,3,0,0,1
627,628,Quartiere 5,True,78.656,25,3.0,5.0,0,0,1
628,2132,Quartiere 5,False,44.631,25,2,4,0,0,0
628,2534,Quartiere 5,False,137.492,25,5.0,6.0,1,0,3
629,2284,Quartiere 1,False,14.377,25,2,3,0,0,1
629,406,Quartiere 1,False,38.361000000000004,25,2,3,0,0,1
630,2284,Quartiere 1,False,73.047,25,2,3,0,0,1
630,2733,Quartiere 1,False,95.72399999999999,25,3.0,4.0,0,0,2
631,853,Quartiere 1,True,15.847999999999999,25,2,3,0,0,1
632,5730,Quartiere 1,True,138.737,25,4.0,6.0,0,0,2
632,2231,Quartiere 1,True,62.677,25,2,3,0,0,1
633,634,Quartiere 5,True,84.618,50.0,2,4,0,0,0
634,2378,Quartiere 5,True,231.79,50.0,6.0,6.0,2,1,3
634,6067,Quartiere 5,True,196.145,50.0,8.0,9.0,3,1,3
635,521,Quartiere 4,True,640.15,40.0,27.0,28.0,6,4,16
635,3571,Quartiere 4,True,305.079,90.0,15.0,18.0,4,2,6
899,1117,Quartiere 5,True,37.872,25,2,3,0,0,1
899,1118,Quartiere 5,True,35.227000000000004,25,2,3,0,0,1
900,470,Quartiere 5,True,35.35,25,2,3,0,0,1
900,466,Quartiere 5,False,16.208,25,2,4,0,0,0
900,2379,Quartiere 5,False,68.66,25,2,4,0,0,0
901,1303,Quartiere 5,True,10.246,25,2,3,0,0,1
902,4804,Quartiere 5,True,23.71,25,2,3,0,0,1
902,903,Quartiere 5,False,513.045,25,19.0,19.0,7,2,10
903,902,Quartiere 5,False,513.045,25,19.0,16.0,6,2,14
903,906,Quartiere 5,False,425.40899999999993,25,13.0,14.0,4,2,6
903,904,Quartiere 5,True,704.756,25,35.0,26.0,13,4,27
904,2719,Quartiere 5,False,302.328,25,11.0,15.0,2,1,4
904,905,Quartiere 5,True,533.538,25,15.0,16.0,4,1,9
905,1412,Quartiere 5,True,43.431999999999995,25,2,3,0,0,1
906,1413,Quartiere 5,False,169.356,25,5.0,6.0,1,0,3
906,5662,Quartiere 5,False,258.02,25,8.0,8.0,3,1,4
906,903,Quartiere 5,False,425.40900000000005,25,14.0,15.0,3,2,8
907,2337,Quartiere 5,True,164.678,25,5.0,7.0,1,0,2
907,2336,Quartiere 5,False,242.527,25,7.0,8.0,1,1,4
907,4871,Quartiere 5,False,144.631,25,5.0,7.0,1,0,2
907,124,Quartiere 5,False,182.74599999999998,25,8.0,10.0,2,0,4
908,258,Quartiere 5,True,31.808,50.0,2,3,0,0,1
908,5590,Quartiere 5,False,10.622,25,2,4,0,0,0
909,5603,Quartiere 5,False,85.359,25,4.0,6.0,0,0,2
909,910,Quartiere 5,True,165.413,25,5.0,6.0,1,0,3
910,2655,Quartiere 5,True,140.319,25,4.0,5.0,1,0,2
910,2654,Quartiere 5,True,44.80500000000001,25,2,4,0,0,0
911,5453,Quartiere 5,True,35.866,25,2,3,0,0,1
911,4618,Quartiere 5,False,35.962999999999994,25,2,3,0,0,1
912,2604,Quartiere 5,False,82.615,25,2,3,0,0,1
912,2607,Quartiere 5,False,133.594,50.0,5.0,6.0,1,0,3
912,4306,Quartiere 5,False,100.783,50.0,4.0,6.0,0,0,2
931,1268,Quartiere 5,False,176.403,25,8.0,10.0,2,1,3
931,623,Quartiere 5,True,115.951,25,3.0,4.0,0,0,2
931,3560,Quartiere 5,True,105.005,25,3.0,4.0,1,0,1
931,5623,Quartiere 5,False,163.628,25,6.0,7.0,1,0,4
932,933,Quartiere 5,True,104.014,30.0,2,3,0,0,1
933,1101,Quartiere 5,False,36.26,25,2,3,0,0,1
933,1309,Quartiere 5,True,138.744,25,5.0,7.0,1,0,2
934,3001,Quartiere 2,False,15.345,50.0,2,4,0,0,0
934,3896,Quartiere 2,False,121.33200000000001,50.0,4.0,5.0,1,0,2
935,5152,Quartiere 2,True,19.517,25,2,3,0,0,1
935,5234,Quartiere 2,True,129.353,25,6.0,8.0,1,0,3
1448,5473,Quartiere 4,False,11.598,25,2,4,0,0,0
1448,1203,Quartiere 4,True,60.286,25,3.0,4.0,1,0,1
1448,1202,Quartiere 4,True,83.369,25,2,3,0,0,1
1449,1450,Quartiere 4,True,44.016,25,2,3,0,0,1
1449,5473,Quartiere 4,False,130.202,25,3.0,4.0,0,0,2
1449,4247,Quartiere 4,False,31.217999999999996,25,2,3,0,0,1
1450,4247,Quartiere 4,False,28.952,25,2,4,0,0,0
